ACCTID,ACCTTYPE,ACCTNAME,FIRSTNAME,SURNAME,DOB,ACCTCREATED,ACCTRISK,ADDRESS,ADDRESS_LAT,ADDRESS_LON,CATEGORY
501297,BUSINESS,"Stephens, Karen",Karen,Stephens,1984-01-07T00:00:00,2019-08-28T00:00:00,LOW,BRISBANE,-27.5407443,153.0214705,CUSTOMER
501298,BUSINESS,"Conner, Elizabeth",Elizabeth,Conner,1987-08-26T00:00:00,2017-05-04T00:00:00,MEDIUM,BRISBANE,-27.433947250000003,152.99602553177226,CUSTOMER
501299,CREDIT,"Johnson, Teresa",Teresa,Johnson,1957-04-02T00:00:00,2017-04-26T00:00:00,LOW,BRISBANE,-27.486572648337518,153.06537635119392,CUSTOMER
501300,CREDIT,"Peterson, Jason",Jason,Peterson,1964-05-17T00:00:00,2015-03-27T00:00:00,MEDIUM,BRISBANE,-27.4957542,153.0673039,CUSTOMER
501301,MAXI-SAVER,"Hill, Jonathan",Jonathan,Hill,1970-06-25T00:00:00,2019-09-19T00:00:00,LOW,BRISBANE,-27.404861,153.0388929,CUSTOMER
501302,BUSINESS,"Harvey, Shelby",Shelby,Harvey,1971-12-19T00:00:00,2015-01-14T00:00:00,LOW,BRISBANE,-27.4290831,152.9601283,CUSTOMER
501303,SAVINGS,"Lopez, Rebecca",Rebecca,Lopez,1978-06-17T00:00:00,2017-12-01T00:00:00,LOW,BRISBANE,-27.4223549,152.987511,CUSTOMER
501304,CREDIT,"Monroe, Jesse",Jesse,Monroe,1982-06-26T00:00:00,2014-09-29T00:00:00,LOW,BRISBANE,-27.4639509,152.9693626,CUSTOMER
501305,SAVINGS,"James, Matthew",Matthew,James,1964-05-01T00:00:00,2018-12-30T00:00:00,MEDIUM,BRISBANE,-27.48013575,153.0210509366575,CUSTOMER
501306,MAXI-SAVER,"Anderson, Eric",Eric,Anderson,1962-12-10T00:00:00,2016-02-08T00:00:00,MEDIUM,BRISBANE,-27.51075065,153.08378817746367,CUSTOMER
501307,MAXI-SAVER,"Sims, Yvonne",Yvonne,Sims,1992-09-13T00:00:00,2016-03-02T00:00:00,HIGH,BRISBANE,-27.4190112,152.9602377,CUSTOMER
501308,SAVINGS,"Harris, Jason",Jason,Harris,1987-09-03T00:00:00,2019-04-06T00:00:00,MEDIUM,BRISBANE,-27.47990010893838,153.03338846643592,CUSTOMER
501309,BUSINESS,"Brown, Danielle",Danielle,Brown,1985-11-16T00:00:00,2018-02-12T00:00:00,MEDIUM,BRISBANE,-27.5390907,152.9660232,CUSTOMER
501310,SAVINGS,"Davidson, Katherine",Katherine,Davidson,1968-07-29T00:00:00,2018-03-10T00:00:00,LOW,BRISBANE,-27.478983149999998,152.98515231201702,CUSTOMER
501311,SAVINGS,"Robinson, Charles",Charles,Robinson,1973-07-26T00:00:00,2018-02-25T00:00:00,LOW,BRISBANE,-27.4173398,152.96852,CUSTOMER
501312,SAVINGS,"Marks, Linda",Linda,Marks,1976-12-01T00:00:00,2018-07-15T00:00:00,LOW,BRISBANE,-27.4541945,152.9771216,CUSTOMER
501313,MAXI-SAVER,"Sanchez, Vicki",Vicki,Sanchez,1992-03-29T00:00:00,2016-04-19T00:00:00,LOW,BRISBANE,-27.465927,153.0515351,CUSTOMER
501314,SAVINGS,"Brown, Robert",Robert,Brown,1957-11-13T00:00:00,2017-10-23T00:00:00,LOW,BRISBANE,-27.4771605,153.0589136,CUSTOMER
501315,SAVINGS,"Middleton, Kelly",Kelly,Middleton,1971-03-10T00:00:00,2015-05-07T00:00:00,LOW,BRISBANE,-27.479153712561303,152.95511078135917,CUSTOMER
501316,SAVINGS,"Knox, Shirley",Shirley,Knox,1963-10-29T00:00:00,2016-05-17T00:00:00,LOW,BRISBANE,-27.4290831,152.9601283,CUSTOMER
501317,CREDIT,"Church, Beverly",Beverly,Church,1975-09-04T00:00:00,2016-02-07T00:00:00,LOW,BRISBANE,-27.540051999330526,153.04811299000545,CUSTOMER
501318,SAVINGS,"Beard, Allison",Allison,Beard,1967-12-31T00:00:00,2017-10-02T00:00:00,LOW,BRISBANE,-27.4555625,153.001831,CUSTOMER
501319,SAVINGS,"Miller, Christy",Christy,Miller,1989-10-10T00:00:00,2014-11-12T00:00:00,LOW,BRISBANE,-27.5237819,153.0430244,CUSTOMER
501154,SAVINGS,"Buchanan, Sara",Sara,Buchanan,1983-06-19T00:00:00,2015-09-28T00:00:00,MEDIUM,BRISBANE,-27.5430671,153.0402048,CUSTOMER
501155,SAVINGS,"Hampton, Janet",Janet,Hampton,1973-03-25T00:00:00,2019-01-16T00:00:00,LOW,BRISBANE,-27.419449,152.9560013,CUSTOMER
501156,CREDIT,"Wheeler, Michael",Michael,Wheeler,1964-03-17T00:00:00,2020-02-20T00:00:00,LOW,BRISBANE,-27.4625319,152.9847013,CUSTOMER
501157,SAVINGS,"Thompson, Laura",Laura,Thompson,1986-06-04T00:00:00,2019-03-04T00:00:00,LOW,BRISBANE,-27.42919256420206,152.98042897938964,CUSTOMER
501158,SAVINGS,"Evans, Joseph",Joseph,Evans,1990-05-14T00:00:00,2014-10-11T00:00:00,LOW,BRISBANE,-27.396754998319686,153.09950611676047,CUSTOMER
501159,SAVINGS,"Hart, Amy",Amy,Hart,1975-01-16T00:00:00,2019-10-08T00:00:00,LOW,BRISBANE,-27.4847686,152.9810137,CUSTOMER
501160,SAVINGS,"Mccormick, Eric",Eric,Mccormick,1984-03-12T00:00:00,2017-10-30T00:00:00,HIGH,BRISBANE,-27.452349,153.08232445908166,CUSTOMER
501161,MAXI-SAVER,"Thompson, Rachel",Rachel,Thompson,1988-09-24T00:00:00,2018-05-23T00:00:00,LOW,BRISBANE,-27.46980765,153.0346689971683,CUSTOMER
501162,MAXI-SAVER,"Jones, Sean",Sean,Jones,1979-04-04T00:00:00,2018-02-13T00:00:00,LOW,BRISBANE,-27.395867468876386,152.95497339989274,CUSTOMER
501163,BUSINESS,"Hunt, Chloe",Chloe,Hunt,1983-06-03T00:00:00,2019-01-22T00:00:00,LOW,BRISBANE,-27.5312953,153.0147516,CUSTOMER
501164,SAVINGS,"Mendoza, Ariana",Ariana,Mendoza,1976-10-17T00:00:00,2016-09-16T00:00:00,LOW,BRISBANE,-27.41735274736116,153.01779618291056,CUSTOMER
500931,CREDIT,"Johnson, Nicole",Nicole,Johnson,1988-12-04T00:00:00,2018-10-09T00:00:00,LOW,BRISBANE,-27.48292109644378,153.06408664438032,CUSTOMER
500932,SAVINGS,"Garcia, Theresa",Theresa,Garcia,1961-01-11T00:00:00,2015-04-03T00:00:00,MEDIUM,BRISBANE,-27.4514561,153.0547327,CUSTOMER
500933,MAXI-SAVER,"White, Amanda",Amanda,White,1971-06-17T00:00:00,2018-04-23T00:00:00,LOW,BRISBANE,-27.406051,152.9878441,CUSTOMER
500934,SAVINGS,"Graham, Christopher",Christopher,Graham,1975-12-10T00:00:00,2016-10-27T00:00:00,MEDIUM,BRISBANE,-27.5383902,153.0430086,CUSTOMER
500935,CREDIT,"Wallace, Michael",Michael,Wallace,1972-10-08T00:00:00,2019-10-19T00:00:00,LOW,BRISBANE,-27.47271475,153.0674758074525,CUSTOMER
500936,SAVINGS,"Gutierrez, Anthony",Anthony,Gutierrez,1976-09-19T00:00:00,2019-01-06T00:00:00,LOW,BRISBANE,-27.51622515,152.9944861778623,CUSTOMER
500937,SAVINGS,"Buckley, Adrian",Adrian,Buckley,1979-04-24T00:00:00,2017-03-08T00:00:00,LOW,BRISBANE,-27.4324382,153.00924759173358,CUSTOMER
500938,MAXI-SAVER,"Swanson, Leslie",Leslie,Swanson,1965-05-15T00:00:00,2017-10-29T00:00:00,MEDIUM,BRISBANE,-27.444467670796605,153.04060531063038,CUSTOMER
500939,CREDIT,"Foster, Zachary",Zachary,Foster,1966-09-30T00:00:00,2016-06-04T00:00:00,MEDIUM,BRISBANE,-27.4829526,153.0871374,CUSTOMER
500940,MAXI-SAVER,"Yates, Corey",Corey,Yates,1984-01-19T00:00:00,2018-09-03T00:00:00,LOW,BRISBANE,-27.5202097,153.0915946,CUSTOMER
500941,SAVINGS,"Lopez, Patrick",Patrick,Lopez,1979-12-19T00:00:00,2018-05-07T00:00:00,LOW,BRISBANE,-27.49272425,152.9835365,CUSTOMER
500942,CREDIT,"Bowers, Rachel",Rachel,Bowers,1985-01-05T00:00:00,2017-06-14T00:00:00,LOW,BRISBANE,-27.5166485,153.0389959,CUSTOMER
500943,SAVINGS,"Novak, Patrick",Patrick,Novak,1961-09-29T00:00:00,2016-06-28T00:00:00,HIGH,BRISBANE,-27.4874162,153.0062208,CUSTOMER
500944,SAVINGS,"Murillo, Cody",Cody,Murillo,1964-05-26T00:00:00,2019-08-19T00:00:00,LOW,BRISBANE,-27.49330935,153.02846585651426,CUSTOMER
500945,MAXI-SAVER,"Ruiz, Shannon",Shannon,Ruiz,1972-08-11T00:00:00,2018-08-01T00:00:00,LOW,BRISBANE,-27.4124679,152.9825957,CUSTOMER
500946,SAVINGS,"Lewis, Troy",Troy,Lewis,1980-01-18T00:00:00,2018-05-05T00:00:00,LOW,BRISBANE,-27.500833,153.0254014,CUSTOMER
500947,MAXI-SAVER,"Smith, Thomas",Thomas,Smith,1984-02-24T00:00:00,2020-01-05T00:00:00,LOW,BRISBANE,-27.43962145,153.03591799206038,CUSTOMER
500948,SAVINGS,"Allen, Michael",Michael,Allen,1981-11-04T00:00:00,2016-01-19T00:00:00,LOW,BRISBANE,-27.5269703,153.0147355,CUSTOMER
500949,SAVINGS,"Harris, Robert",Robert,Harris,1982-08-25T00:00:00,2019-03-10T00:00:00,LOW,BRISBANE,-27.430539,152.9971871,CUSTOMER
500950,BUSINESS,"Barker, Yolanda",Yolanda,Barker,1963-03-17T00:00:00,2018-05-22T00:00:00,LOW,BRISBANE,-27.4711087309837,152.9901438569016,CUSTOMER
500951,MAXI-SAVER,"Ramirez, Hannah",Hannah,Ramirez,1983-07-07T00:00:00,2014-09-25T00:00:00,LOW,BRISBANE,-27.49185015,153.1011088131729,CUSTOMER
500952,MAXI-SAVER,"Bowen, Ryan",Ryan,Bowen,1959-11-20T00:00:00,2019-05-27T00:00:00,MEDIUM,BRISBANE,-27.3983573,153.0570182,CUSTOMER
500953,BUSINESS,"Cruz, Adam",Adam,Cruz,1964-06-09T00:00:00,2015-09-14T00:00:00,MEDIUM,BRISBANE,-27.4499167,152.9817334,CUSTOMER
500954,SAVINGS,"Daniel, Ronald",Ronald,Daniel,1958-03-08T00:00:00,2020-01-31T00:00:00,LOW,BRISBANE,-27.4295417,153.0270673,CUSTOMER
500955,CREDIT,"Adams, Olivia",Olivia,Adams,1991-07-28T00:00:00,2016-06-12T00:00:00,LOW,BRISBANE,-27.48304834550654,152.9674257025094,CUSTOMER
500956,CREDIT,"Johnson, Shannon",Shannon,Johnson,1985-09-13T00:00:00,2015-08-25T00:00:00,LOW,BRISBANE,-27.441137599999998,153.0204075537844,CUSTOMER
500957,CREDIT,"Gutierrez, Kevin",Kevin,Gutierrez,1962-08-26T00:00:00,2015-05-25T00:00:00,MEDIUM,BRISBANE,-27.4749702,153.0836109,CUSTOMER
500958,CREDIT,"Crane, Phillip",Phillip,Crane,1957-12-09T00:00:00,2018-08-14T00:00:00,LOW,BRISBANE,-27.53926434205758,153.0432903027525,CUSTOMER
500959,SAVINGS,"Roberson, Paul",Paul,Roberson,1983-12-14T00:00:00,2019-04-25T00:00:00,MEDIUM,BRISBANE,-27.5381447,153.0672334,CUSTOMER
500960,SAVINGS,"Bond, Donald",Donald,Bond,1992-06-21T00:00:00,2015-12-06T00:00:00,LOW,BRISBANE,-27.3968784,152.9608236769819,CUSTOMER
500961,CREDIT,"King, Doris",Doris,King,1984-03-02T00:00:00,2015-03-14T00:00:00,LOW,BRISBANE,-27.5067383,153.055709,CUSTOMER
500962,SAVINGS,"Gonzalez, Abigail",Abigail,Gonzalez,1984-08-09T00:00:00,2018-05-15T00:00:00,LOW,BRISBANE,-27.511584,153.02460408374856,CUSTOMER
500963,SAVINGS,"Wells, Randy",Randy,Wells,1966-04-22T00:00:00,2016-12-28T00:00:00,LOW,BRISBANE,-27.44516926452673,153.03547018198566,CUSTOMER
500964,SAVINGS,"Parker, Charles",Charles,Parker,1973-03-30T00:00:00,2014-10-20T00:00:00,LOW,BRISBANE,-27.4967892,153.0866948,CUSTOMER
500965,SAVINGS,"Ross, Kristin",Kristin,Ross,1959-03-18T00:00:00,2017-01-06T00:00:00,LOW,BRISBANE,-27.512206922558757,153.04093845012864,CUSTOMER
500966,CREDIT,"Mueller, Jennifer",Jennifer,Mueller,1974-10-30T00:00:00,2017-08-18T00:00:00,LOW,BRISBANE,-27.5119026,152.9590244,CUSTOMER
500967,MAXI-SAVER,"Lewis, Ashley",Ashley,Lewis,1984-10-12T00:00:00,2020-01-23T00:00:00,LOW,BRISBANE,-27.438140193370412,153.07613791132593,CUSTOMER
500968,SAVINGS,"Cervantes, Andrea",Andrea,Cervantes,1985-03-23T00:00:00,2015-06-21T00:00:00,LOW,BRISBANE,-27.4820444,153.0954034,CUSTOMER
500969,MAXI-SAVER,"Combs, Cynthia",Cynthia,Combs,1982-05-25T00:00:00,2019-09-24T00:00:00,LOW,BRISBANE,-27.4825104,152.9641732,CUSTOMER
500970,MAXI-SAVER,"Taylor, Christina",Christina,Taylor,1978-04-11T00:00:00,2018-07-14T00:00:00,LOW,BRISBANE,-27.4534578,152.97003381728564,CUSTOMER
500971,MAXI-SAVER,"Williamson, Aaron",Aaron,Williamson,1986-01-01T00:00:00,2018-10-12T00:00:00,LOW,BRISBANE,-27.52473536254348,152.99548179079667,CUSTOMER
500972,MAXI-SAVER,"Glover, Nicole",Nicole,Glover,1960-09-13T00:00:00,2018-12-08T00:00:00,LOW,BRISBANE,-27.4918449,153.0960762,CUSTOMER
500973,SAVINGS,"Campbell, Brad",Brad,Campbell,1992-09-10T00:00:00,2015-08-18T00:00:00,LOW,BRISBANE,-27.5116446,152.9660039,CUSTOMER
500974,SAVINGS,"Holden, Jessica",Jessica,Holden,1964-05-11T00:00:00,2019-02-19T00:00:00,LOW,BRISBANE,-27.49509465,153.03661686978234,CUSTOMER
500975,BUSINESS,"Cummings, Jared",Jared,Cummings,1985-12-14T00:00:00,2019-12-20T00:00:00,MEDIUM,BRISBANE,-27.435674312831203,152.9509769542708,CUSTOMER
500976,CREDIT,"Reynolds, Kevin",Kevin,Reynolds,1988-12-29T00:00:00,2016-01-03T00:00:00,LOW,BRISBANE,-27.4547166,153.0094889,CUSTOMER
500977,CREDIT,"Ward, Bobby",Bobby,Ward,1983-08-18T00:00:00,2015-04-01T00:00:00,MEDIUM,BRISBANE,-27.5299088,153.0176104,CUSTOMER
500978,SAVINGS,"Joyce, Cody",Cody,Joyce,1967-06-29T00:00:00,2018-01-04T00:00:00,MEDIUM,BRISBANE,-27.44769905,153.02678808876544,CUSTOMER
500979,MAXI-SAVER,"Washington, Mark",Mark,Washington,1976-01-24T00:00:00,2015-12-11T00:00:00,LOW,BRISBANE,-27.5273279,153.0653038,CUSTOMER
500980,BUSINESS,"Green, Jesse",Jesse,Green,1987-04-03T00:00:00,2018-03-06T00:00:00,LOW,BRISBANE,-27.5110579,152.9599533,CUSTOMER
500981,MAXI-SAVER,"Miller, Darin",Darin,Miller,1986-09-19T00:00:00,2018-12-08T00:00:00,LOW,BRISBANE,-27.4206552,152.9652695,CUSTOMER
500982,CREDIT,"Downs, Alex",Alex,Downs,1963-01-31T00:00:00,2019-04-21T00:00:00,LOW,BRISBANE,-27.50593275,152.99622996650407,CUSTOMER
500983,SAVINGS,"Beck, Mary",Mary,Beck,1961-09-07T00:00:00,2017-07-10T00:00:00,LOW,BRISBANE,-27.405775473442592,153.059921579212,CUSTOMER
500984,SAVINGS,"Sanchez, Julian",Julian,Sanchez,1959-11-04T00:00:00,2018-06-04T00:00:00,LOW,BRISBANE,-27.48442105,152.99151484447813,CUSTOMER
500985,MAXI-SAVER,"Brown, Erica",Erica,Brown,1982-01-13T00:00:00,2016-11-14T00:00:00,LOW,BRISBANE,-27.4561036,153.01387368150728,CUSTOMER
500986,SAVINGS,"Fisher, Mary",Mary,Fisher,1958-10-16T00:00:00,2017-02-01T00:00:00,MEDIUM,BRISBANE,-27.4816114,153.067298,CUSTOMER
500987,SAVINGS,"Lewis, Adam",Adam,Lewis,1976-12-12T00:00:00,2017-04-28T00:00:00,MEDIUM,BRISBANE,-27.4434589,153.0092566,CUSTOMER
500988,SAVINGS,"Phillips, Nathan",Nathan,Phillips,1978-06-19T00:00:00,2015-02-27T00:00:00,HIGH,BRISBANE,-27.445451,153.0550104,CUSTOMER
500989,CREDIT,"Howard, Nathaniel",Nathaniel,Howard,1972-12-11T00:00:00,2018-10-06T00:00:00,LOW,BRISBANE,-27.51075065,153.08378817746367,CUSTOMER
500990,CREDIT,"Alvarez, Kristina",Kristina,Alvarez,1972-05-16T00:00:00,2019-11-02T00:00:00,LOW,BRISBANE,-27.4982997,153.0609052,CUSTOMER
500991,SAVINGS,"Lewis, Carla",Carla,Lewis,1990-05-17T00:00:00,2016-08-24T00:00:00,MEDIUM,BRISBANE,-27.51622515,152.9944861778623,CUSTOMER
500992,CREDIT,"Webb, John",John,Webb,1970-07-26T00:00:00,2018-01-04T00:00:00,MEDIUM,BRISBANE,-27.5057214,152.965188,CUSTOMER
500993,CREDIT,"Melendez, Donna",Donna,Melendez,1960-03-20T00:00:00,2016-12-16T00:00:00,LOW,BRISBANE,-27.5338011,152.9653839,CUSTOMER
500994,CREDIT,"Hill, Melissa",Melissa,Hill,1986-01-04T00:00:00,2017-02-26T00:00:00,MEDIUM,BRISBANE,-27.4128845,152.9977986,CUSTOMER
500995,SAVINGS,"Lewis, Kevin",Kevin,Lewis,1966-04-19T00:00:00,2017-04-11T00:00:00,LOW,BRISBANE,-27.51407535,153.02075187362604,CUSTOMER
500996,SAVINGS,"Peterson, Anna",Anna,Peterson,1992-03-01T00:00:00,2016-02-02T00:00:00,LOW,BRISBANE,-27.3988173,152.963648,CUSTOMER
500997,CREDIT,"Moreno, Stephanie",Stephanie,Moreno,1991-04-07T00:00:00,2015-03-18T00:00:00,LOW,BRISBANE,-27.51075065,153.08378817746367,CUSTOMER
500998,BUSINESS,"Elliott, Steven",Steven,Elliott,1964-10-26T00:00:00,2016-04-28T00:00:00,MEDIUM,BRISBANE,-27.4894178,153.0728218,CUSTOMER
500999,CREDIT,"Owens, Joseph",Joseph,Owens,1965-06-06T00:00:00,2019-10-10T00:00:00,LOW,BRISBANE,-27.4028232,152.9885688,CUSTOMER
501000,BUSINESS,"Wang, Savannah",Savannah,Wang,1974-03-08T00:00:00,2016-08-04T00:00:00,LOW,BRISBANE,-27.479360749999998,153.08388358178945,CUSTOMER
501001,SAVINGS,"Russo, Joseph",Joseph,Russo,1961-01-20T00:00:00,2018-10-01T00:00:00,LOW,BRISBANE,-27.4150012,152.9946764,CUSTOMER
501002,SAVINGS,"Williams, Tony",Tony,Williams,1976-08-09T00:00:00,2015-08-06T00:00:00,LOW,BRISBANE,-27.4394184,153.0648664,CUSTOMER
501003,SAVINGS,"Peters, Shannon",Shannon,Peters,1986-09-06T00:00:00,2015-10-28T00:00:00,LOW,BRISBANE,-27.4800667,152.9877216,CUSTOMER
501004,SAVINGS,"Cohen, Carla",Carla,Cohen,1961-12-29T00:00:00,2017-08-10T00:00:00,LOW,BRISBANE,-27.4086325,152.9920561,CUSTOMER
501005,MAXI-SAVER,"Hudson, Jessica",Jessica,Hudson,1972-03-11T00:00:00,2019-03-31T00:00:00,LOW,BRISBANE,-27.4718547,153.0287295153052,CUSTOMER
501006,SAVINGS,"Garcia, Karen",Karen,Garcia,1985-07-10T00:00:00,2018-01-23T00:00:00,LOW,BRISBANE,-27.4502095,153.0471775,CUSTOMER
501007,CREDIT,"Gutierrez, Angela",Angela,Gutierrez,1970-09-13T00:00:00,2015-10-11T00:00:00,LOW,BRISBANE,-27.4937766,153.0422488,CUSTOMER
501008,SAVINGS,"Marshall, Jeffery",Jeffery,Marshall,1975-04-18T00:00:00,2019-11-30T00:00:00,MEDIUM,BRISBANE,-27.5116401,152.9759837,CUSTOMER
501009,BUSINESS,"Reed, Ethan",Ethan,Reed,1978-10-11T00:00:00,2014-11-04T00:00:00,MEDIUM,BRISBANE,-27.4367314,152.9844828,CUSTOMER
501010,MAXI-SAVER,"Dickson, Emily",Emily,Dickson,1957-10-01T00:00:00,2018-09-13T00:00:00,LOW,BRISBANE,-27.467883399999998,152.9970155261296,CUSTOMER
501011,SAVINGS,"David, Tammy",Tammy,David,1978-08-06T00:00:00,2018-03-07T00:00:00,LOW,BRISBANE,-27.5151723,153.0032094,CUSTOMER
501012,SAVINGS,"Lee, Wanda",Wanda,Lee,1985-01-31T00:00:00,2016-08-10T00:00:00,LOW,BRISBANE,-27.4972715,153.0282959,CUSTOMER
501013,SAVINGS,"Castillo, Frederick",Frederick,Castillo,1976-11-24T00:00:00,2019-10-01T00:00:00,MEDIUM,BRISBANE,-27.4430619,153.00575508937874,CUSTOMER
501014,SAVINGS,"Haynes, Jennifer",Jennifer,Haynes,1989-02-15T00:00:00,2019-04-03T00:00:00,LOW,BRISBANE,-27.4304266,153.0412902,CUSTOMER
501015,CREDIT,"Baker, Jennifer",Jennifer,Baker,1959-06-08T00:00:00,2015-10-28T00:00:00,LOW,BRISBANE,-27.42268582760122,152.980680628824,CUSTOMER
501016,CREDIT,"Rogers, Brittany",Brittany,Rogers,1961-05-10T00:00:00,2017-06-18T00:00:00,MEDIUM,BRISBANE,-27.469181499999998,153.0188130316356,CUSTOMER
501017,CREDIT,"Foley, Danielle",Danielle,Foley,1982-12-26T00:00:00,2018-07-16T00:00:00,LOW,BRISBANE,-27.4573498,153.0780885,CUSTOMER
501018,BUSINESS,"Johnson, Patricia",Patricia,Johnson,1973-03-27T00:00:00,2016-11-15T00:00:00,LOW,BRISBANE,-27.4489976,152.9900271,CUSTOMER
501019,SAVINGS,"Hawkins, Kathryn",Kathryn,Hawkins,1990-12-14T00:00:00,2014-11-10T00:00:00,MEDIUM,BRISBANE,-27.5120937,153.0215632,CUSTOMER
501020,BUSINESS,"Navarro, Martha",Martha,Navarro,1985-08-22T00:00:00,2018-02-28T00:00:00,MEDIUM,BRISBANE,-27.4305442,153.0733411,CUSTOMER
501021,SAVINGS,"Hernandez, David",David,Hernandez,1979-06-17T00:00:00,2019-02-08T00:00:00,LOW,BRISBANE,-27.4217665,153.016478,CUSTOMER
501022,CREDIT,"Craig, Kimberly",Kimberly,Craig,1988-08-21T00:00:00,2015-10-21T00:00:00,LOW,BRISBANE,-27.3999109,153.0160128,CUSTOMER
501023,SAVINGS,"Macdonald, Ryan",Ryan,Macdonald,1967-06-25T00:00:00,2015-08-02T00:00:00,LOW,BRISBANE,-27.4402351,153.0656319,CUSTOMER
501024,SAVINGS,"Briggs, Heather",Heather,Briggs,1977-09-24T00:00:00,2018-04-30T00:00:00,LOW,BRISBANE,-27.47715625,153.02841003912863,CUSTOMER
501025,BUSINESS,"Sparks, Patricia",Patricia,Sparks,1974-07-16T00:00:00,2015-01-01T00:00:00,MEDIUM,BRISBANE,-27.419449,152.9560013,CUSTOMER
501026,SAVINGS,"Wilson, William",William,Wilson,1958-07-06T00:00:00,2017-05-24T00:00:00,LOW,BRISBANE,-27.4282763,153.0011148,CUSTOMER
501027,BUSINESS,"Davidson, Anna",Anna,Davidson,1989-04-13T00:00:00,2019-10-10T00:00:00,LOW,BRISBANE,-27.4747517,153.0430591,CUSTOMER
501028,CREDIT,"Underwood, Abigail",Abigail,Underwood,1957-05-18T00:00:00,2019-04-11T00:00:00,LOW,BRISBANE,-27.4791919,153.0489056,CUSTOMER
501029,SAVINGS,"Waters, Monica",Monica,Waters,1960-03-02T00:00:00,2017-03-31T00:00:00,MEDIUM,BRISBANE,-27.4540616,153.0866224,CUSTOMER
501030,CREDIT,"Clark, Christopher",Christopher,Clark,1970-06-24T00:00:00,2018-08-10T00:00:00,LOW,BRISBANE,-27.43015810465043,153.0797627308828,CUSTOMER
501237,BUSINESS,"Moore, Charles",Charles,Moore,1990-07-22T00:00:00,2016-02-24T00:00:00,LOW,BRISBANE,-27.4309644,153.0213374,CUSTOMER
501238,SAVINGS,"Hayes, William",William,Hayes,1982-05-16T00:00:00,2015-04-27T00:00:00,MEDIUM,BRISBANE,-27.513368374457464,153.0981508719509,CUSTOMER
501239,MAXI-SAVER,"Summers, Eric",Eric,Summers,1961-09-17T00:00:00,2016-06-29T00:00:00,LOW,BRISBANE,-27.3995971,152.9795523,CUSTOMER
501240,CREDIT,"Thompson, Jane",Jane,Thompson,1984-10-22T00:00:00,2016-03-07T00:00:00,MEDIUM,BRISBANE,-27.4554345,153.0844345,CUSTOMER
501241,SAVINGS,"Martinez, Ebony",Ebony,Martinez,1969-03-14T00:00:00,2014-11-01T00:00:00,HIGH,BRISBANE,-27.4467587,152.9901607,CUSTOMER
501242,MAXI-SAVER,"Andrews, Michelle",Michelle,Andrews,1979-07-02T00:00:00,2017-12-02T00:00:00,LOW,BRISBANE,-27.4323834,153.0473509,CUSTOMER
501243,BUSINESS,"Miller, Arthur",Arthur,Miller,1973-02-28T00:00:00,2017-12-28T00:00:00,LOW,BRISBANE,-27.421643411791145,153.01007860836182,CUSTOMER
501244,SAVINGS,"Russell, Cheyenne",Cheyenne,Russell,1984-12-03T00:00:00,2017-08-13T00:00:00,LOW,BRISBANE,-27.4492233,152.984331,CUSTOMER
501245,MAXI-SAVER,"Mcgee, Allen",Allen,Mcgee,1990-04-20T00:00:00,2016-12-16T00:00:00,LOW,BRISBANE,-27.4856124,153.0658958,CUSTOMER
501246,SAVINGS,"Mccoy, Amanda",Amanda,Mccoy,1960-12-06T00:00:00,2014-10-14T00:00:00,MEDIUM,BRISBANE,-27.540931,152.9762906,CUSTOMER
501247,SAVINGS,"Smith, Colin",Colin,Smith,1979-11-19T00:00:00,2018-03-20T00:00:00,LOW,BRISBANE,-27.482079948995334,152.96353828913797,CUSTOMER
501248,MAXI-SAVER,"Hall, Michelle",Michelle,Hall,1982-01-31T00:00:00,2014-10-31T00:00:00,LOW,BRISBANE,-27.412175658332355,153.09431810643866,CUSTOMER
501249,CREDIT,"Avila, Guy",Guy,Avila,1957-04-14T00:00:00,2019-11-30T00:00:00,HIGH,BRISBANE,-27.4333477,153.0844752,CUSTOMER
501250,SAVINGS,"Newman, Christopher",Christopher,Newman,1974-09-28T00:00:00,2019-09-26T00:00:00,LOW,BRISBANE,-27.4665181,153.0660592,CUSTOMER
501251,SAVINGS,"Thomas, Andrew",Andrew,Thomas,1991-07-17T00:00:00,2016-12-15T00:00:00,LOW,BRISBANE,-27.4094584,152.9773831,CUSTOMER
501252,SAVINGS,"Torres, Jorge",Jorge,Torres,1989-12-27T00:00:00,2017-04-15T00:00:00,LOW,BRISBANE,-27.47299285,153.01185826997363,CUSTOMER
501253,BUSINESS,"Johnson, Walter",Walter,Johnson,1967-06-22T00:00:00,2017-07-26T00:00:00,MEDIUM,BRISBANE,-27.5078526,153.0566648,CUSTOMER
501254,SAVINGS,"Mitchell, Maurice",Maurice,Mitchell,1971-01-23T00:00:00,2015-06-22T00:00:00,LOW,BRISBANE,-27.4156711,153.0253371,CUSTOMER
501255,MAXI-SAVER,"Hays, Alisha",Alisha,Hays,1974-07-20T00:00:00,2017-06-12T00:00:00,LOW,BRISBANE,-27.5081409,153.0627445,CUSTOMER
501256,BUSINESS,"Carpenter, Rebecca",Rebecca,Carpenter,1992-02-16T00:00:00,2014-11-25T00:00:00,LOW,BRISBANE,-27.5410703,153.0199476,CUSTOMER
